,id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
100,9-1142,Eating and digesting a large meal is guaranteed to produce,"{'text': array(['disease', 'fecal matter', 'fuel', 'fertilizer'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,processes sometimes produce waste products,0.8,1.6,dc78319bb0
101,7-926,"Canyons are generally old, huge, and breathtaking and are","{'text': array(['brimming to full with sand', 'filled with local wildlife',
       'dirty and muddy inside', 'typically materialized with stone'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a canyon is made of rocks,0.8,1.0,b356d338b7
102,7-721,"If a room is going to be humid, or dry, depends on how much water vapor is in the air, so if a room wants to be humid","{'text': array(['run a bath', 'use a dehumidifier', 'open a window',
       'hope it rains'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,humidity is the amount of water vapor in the air,0.8,1.4,b356d338b7
103,9-180,What impacts an objects ability to reflect light?,"{'text': array(['color pallete', 'weights', 'height', 'smell'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as lightness in color of an object increases , the ability of that object to reflect light will increase",1.0,2.0,1e6dc77bb6
104,9-1013,which of these would make an ideal object to drive in with a hammer?,"{'text': array(['an iron nail', 'a metal nail', 'a steel nail', 'all of these'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,iron nails are made of iron,1.0,1.0,cf7109905e
105,9-601,local plant varieties are the best for improving the local,"{'text': array(['social status', 'environs', 'satellite reception', 'future'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,planting native plants has a positive impact on an ecosystem,1.0,2.0,dc78319bb0
106,370,Electricity sent through a conductor,"{'text': array(['halts the functioning of the conductor',
       'moves like traffic through a green light',
       'causes fire to flow through the conductor',
       'flows heat back to the conductor'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,sending electricity through a conductor causes electricity to flow through that conductor,0.8,1.4,a8ecf6eaeb
107,9-1077,"The sun is a source of which, first and foremost?","{'text': array(['Light', 'Energy', 'Heat', 'Nutrients)'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the sun is a source of light called sunlight,1.0,1.8,6fcf2544e8
108,9-372,Where in the world will a person have the smallest shadow at noon?,"{'text': array(['the arctic circle', 'the south pole', 'the north pole',
       'near the equator'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"as a source of light moves directly overhead of an object , the size of the shadow of that object will decrease",1.0,1.6,3c248b4dc4
109,9-1091,Oil is a source of a material used for an object with,"{'text': array(['wood planks', 'cardboard', 'a large stone', 'wheels'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,oil is a source of gasoline,1.0,1.6,7189327f06
110,8-289,A magnet would attract a,"{'text': array(['Wooden hairbrush', 'Oranges', 'Glassware', 'Zippers'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a magnet attracts ferromagnetic metals through magnetism,1.0,2.0,cee82219a0
111,9-527,What sort of habitat would living things live in?,"{'text': array(['A habitat with plenty of water', 'A habitat with varying weather',
       'A habitat that most animals choose', 'A habitat with many toys'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"when a habitat can support living things , living things can live in that habitat",1.0,0.5,32910e3c71
112,9-599,"A person finishes drinking a bottle of water and notices that at the bottom of the bottle is a small symbol, consisting of three arrows in a triangular shape. This symbol tells the person that they should","{'text': array(['have it reprocessed', 'burn the bottle', 'reuse the bottle',
       'remake the bottle'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,recyclable means a material can be recycled,0.8,1.4,b356d338b7
113,7-958,"In order to better understand the world around us, specialists","{'text': array(['watch several educational programs', 'discuss topics with laymen',
       'inspect, note, and consider', 'make notes in books'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,scientists make observations,0.8,0.8,b356d338b7
114,9-17,"A woman leaves some meat on the counter, and bacteria begins to quickly grow on the surface. This bacteria may cause","{'text': array(['turned food', 'growing beans', 'sticky toffee', 'pocked oranges'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,microorganisms cause food to spoil,1.0,1.8,b356d338b7
115,9-256,Stars appear in different areas in the sky at different times of year due to what?,"{'text': array(['Earths Rotation', 'Changing Weather', 'Suns Rotation',
       'Time Change'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,the Earth revolving around the sun causes stars to appear in different areas in the sky at different times of year,1.0,1.5,6fcf2544e8
116,826,Corn can sometimes,"{'text': array(['be grown in arctic environments', 'be used as kindling',
       'fuel a steam locomotive', 'fuel an economy car'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,ethanol sometimes is made of corn,1.0,1.6,a8ecf6eaeb
117,9-831,strumming a string can cause what type of wave?,"{'text': array(['Tidal', 'Pressure', 'Light', 'Dark'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,strumming a string can cause that string to vibrate,1.0,1.8,651694b83b
118,7-563,Coral is a type of living organism which can be identified in,"{'text': array(['only in the pacific ocean', 'saltwater locations that are open',
       'any where with liquid', 'water sources in america'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,coral lives in the ocean,1.0,1.4,b356d338b7
119,7-56,"Having reliable plant sources in a field, a rabbit may react by","{'text': array(['having larger litters', 'finding a mate', 'eating more food',
       'finding new food'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as the number of sources of food increase in an environment , the population of the organisms will increase in that environment",0.8,1.0,b356d338b7
120,9-459,The layer of material on the bottom of the Snake River was put there by what?,"{'text': array(['fish swimming', 'weather related degradation', 'global warming',
       'animal movement'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,sediment is formed by weathering,0.8,1.6,52dbc5c7af
121,723,"Which converts carbon dioxide, water, and solar energy into oxygen?","{'text': array(['chrysanthemum', 'mistletoe', 'mushroom', 'mole'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"photosynthesis means green plants convert from carbon dioxide, water, and solar energy into oxygen for themselves",0.8,1.4,be7a45e47c
122,9-841,December is in the summer in what,"{'text': array(['the southern part of cities', 'the northern part of Earth',
       'the southern part of the third rock',
       'the southern part of every rock'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,December is during the summer in the southern hemisphere,0.8,1.6,0d935542d3
123,7-940,Trembling muscles spasms in animals can be caused in party by,"{'text': array(['temperature in single digits', 'temperatures in triple digits',
       'finding the right temperatures',
       'being unaware of the temperature'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,cool temperatures cause animals to shiver,1.0,1.6,b356d338b7
124,1386,The number of lines found in a tree bore will tell you?,"{'text': array(['variety', 'sturdiness', 'the age', 'the height'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,the number of rings in a tree trunk can be used to estimate the age of the tree,1.0,1.6,123d66ccd7
125,1302,Hummingbirds take what with them,"{'text': array(['Bees', 'energy', 'Pollen', 'Honey'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"when pollen sticks to a hummingbird , that pollen will move to where the hummingbird moves",1.0,2.0,cee82219a0
126,7-249,To naturally increase the amount of organic matter in soil add,"{'text': array(['fungi', 'sunflowers', 'trees', 'voles'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,decomposition increases amount of organic matter in soil,0.8,1.0,a8ecf6eaeb
127,8-339,Peat is an important factor when,"{'text': array(['Driving a new car', 'Putting a fresh raspberry seed in soil',
       'Taking the temperature for the day', 'Having a large breakfast'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,being burried under soil and mud changes peat into coal through extreme heat and pressure in a swamp over a long period of time,1.0,2.0,cee82219a0
128,9-96,"When a bird is living in a certain segment of the world, it can become part of that environment along with predators and food sources, the process being called what?","{'text': array(['animals reproduce', 'preyed upon', 'adapted to it',
       'predators get it'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,living in an environment causes an organism to adapt to that environment,1.0,1.6,52dbc5c7af
129,1640,Chimpanzees dig for insects with sticks; what is another example of using tools?,"{'text': array(['birds using twigs to build nests',
       'otters using rocks to open clams',
       'anteaters using their tongue to catch ants',
       'koalas using their pouch to hold infants'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of using tools is a chimpanzee digging for insects with a stick,0.8,2.0,b356d338b7
130,7-530,Carbon dioxide exists where it does because,"{'text': array(['humans expel it', 'deer eat it', 'birds use it',
       'trees absorb it'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,carbon dioxide can be found in the air,1.0,1.4,b356d338b7
131,1034,What covers over 90% of the Earth's surface and 0% of the moon's surface,"{'text': array(['a magnesium iron silicate mineral',
       'chemical element with the symbol S',
       'the element with the symbol Fe',
       'that which contains 2 hydrogen and 1 oxygen molecules'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,the moon does not contain water,1.0,1.6,a8ecf6eaeb
132,753,Why do  berries exist?,"{'text': array(['reproducing', 'food for animals', 'growth', 'food storage'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a berry contains seeds,0.8,1.6,64d9056837
133,84,The biggest things on the moon are,"{'text': array(['space stations', 'alien life forms', 'craters', 'moon rocks'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,the lunar surface contains many craters,1.0,2.0,7189327f06
134,183,Which set of animals don't compete for food?,"{'text': array(['dolphin and fish', 'hyena and bear', 'whale and cat',
       'eagle and raven'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,if two animals have the same food source then those two animals compete for food,1.0,1.6,be7a45e47c
135,9-1157,will a glacier travel at greater speeds than a sea going vessel?,"{'text': array(['maybe it moves faster', 'this is likely to be false',
       'all of these', 'odds are in its favor'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a glacier moves slowly,0.8,1.6,cf7109905e
136,7-1027,Something that shows that the earth changes is,"{'text': array(['a city where a tree was', 'a lake where a tree was',
       'a tree where a bird was', 'a plant where a rock was'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of a change in the Earth is an ocean becoming a wooded area,0.8,0.6,b356d338b7
137,7-1199,"A lot of people think that volcanoes may only exist in tall mountains that tower above us, but a lot of volcanoes","{'text': array(['fall into the oceans', 'are water leaking volcanoes',
       'erupt into the sea', 'are found and erupt beneath the water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,volcanoes are often found under oceans,1.0,1.4,b356d338b7
