id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized,stem_length
7-590,An example of weathering is,"{'text': array(['sand', 'sharp boulders', 'tall trees', 'coral reefs'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,sometimes weathering rounds rocks,1.0,1.8,b356d338b7,27
1575,Grey clouds are a source of,"{'text': array(['hot weather', 'electrical currents', 'falling liquids',
       'vitamin D'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,grey clouds are a source of precipitation,0.8,1.8,78e0a411ed,27
886,What makes the best wiring?,"{'text': array(['rope', 'Tungsten', 'hemp', 'plastic'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,wiring requires an electrical conductor,1.0,2.0,64d9056837,27
13-655,two females are incapable of,"{'text': array(['conjuring kin', 'talk', 'dance', 'jog together'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,two females can not usually reproduce with each other,1.0,2.0,6240cdfd8d,28
7-418,Organisms with only one cell,"{'text': array(['are prohibited from specializing', 'can freely specialize openly',
       'are unsure what specializing is', 'learn how to specialize'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a single-cell organism cannot specialize,0.8,2.0,b356d338b7,28
11-67,Glass can become a liquid if,"{'text': array(['it is baked', 'it is frozen', 'it is dampened', 'it is dyed'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,melting point means temperature above which a solid melts,1.0,2.0,b356d338b7,28
12-1212,A skunk produces a bad what?,"{'text': array(['job', 'plastic', 'energy', 'nose experience'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a skunk produces a bad odor,1.0,2.0,1e6dc77bb6,28
9-496,A weed will only live in the,"{'text': array(['dirt', 'air', 'sink', 'house'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if a weed is pulled then that weed is destroyed,1.0,2.0,c1e2e5a65e,28
144,Arctic animals often live on,"{'text': array(['ice', 'soil', 'liquid water', 'plants'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,arctic animals live in an arctic environment,1.0,1.4,7189327f06,28
750,Which would a carnivore eat?,"{'text': array(['fiddleheads', 'ramps', 'dulse', 'blobfish'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,carnivores only eat animals,0.8,1.4,be7a45e47c,28
14-339,See evaporation in action by,"{'text': array(['leaving two mason jars out with different levels of gatorade',
       'run for city council', 'take a walk on the sun',
       'become a human bug'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,evaporation causes amount of water to decrease,0.8,1.6,cee82219a0,28
14-1496,What lives in their habitat?,"{'text': array(['dahlias', 'rocks', 'lakes', 'shoes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,living things live in their habitat,1.0,2.0,fceb6ad063,28
13-991,I can use a ruler to measure,"{'text': array(['The smell of popcorn', 'the space between my toes',
       'The length of air', 'how angry I am'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a ruler is used for measuring the length of an object,0.8,2.0,cee82219a0,28
12-627,Which is likely water vapor?,"{'text': array(['a dog', 'a cat', 'a rat', 'puffy white fliers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,water vapor is found in the atmosphere,1.0,1.2,7b06152ffc,28
12-602,adobe works as an electrical,"{'text': array(['paper weight', 'pie filler', 'chiller', 'anti-conductor'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,brick is an electrical insulator,1.0,1.2,dc78319bb0,28
12-1077,What is a riverbank made of?,"{'text': array(['oceans', 'loam', 'rivers', 'dirty clothing'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a riverbank is made of soil,0.8,1.6,1e6dc77bb6,28
13-640,Flashlights require batteries,"{'text': array(['to properly illuminate objects', 'to illuminate alien creatures',
       'to be used as a weapon', 'to meet height values'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a flashlight emits light,1.0,1.6,52dbc5c7af,29
14-1160,If a rock is sedimentary then,"{'text': array(['sediment was fused with lava', 'sediment was packed into tummies',
       'sediment was watered with salt', 'sediment was packed tightly'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,sedimentary rocks are formed from sediment compacting together,0.8,1.6,b356d338b7,29
11-172,Which event includes melting?,"{'text': array(['making ice', 'cooking in butter', 'cutting carrots',
       'buttering bread'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,melting means changing from a solid into a liquid by adding heat energy,0.8,1.6,be7a45e47c,29
12-959,What are the source of fruit?,"{'text': array(['wood', 'plant diagrams', 'green life', 'housing'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,plants are the source of fruit,1.0,1.6,1e6dc77bb6,29
10-886,Heat energy has been added to,"{'text': array(['red velvet cupcakes', 'Greek yogurt', 'ceviche', 'Caesar salad'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,if food is cooked then heat energy is added to that food,0.8,1.6,7189327f06,29
14-265,Which animal is warm blooded?,"{'text': array(['salamander', 'toad', 'parakeet', 'tadpole'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,an amphibian is cold-blooded,0.8,2.0,7189327f06,29
499,What is a renewable resource?,"{'text': array(['Plastic', 'Metal', 'Concrete', 'Rain'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,renewable resources can be used over again,1.0,2.0,e57e0b59c9,29
10-1019,Landslides effect things like,"{'text': array(['cars', 'the sun', 'wind', 'communities'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a landslide is when gravity rapidly moves rocks or soil downhill especially after a rain storm,1.0,1.2,cee82219a0,29
10-764,Seasons cause change to what?,"{'text': array(['volcanic eruptions', 'moon cycles', 'prairies', 'planets orbit'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,seasons cause change to the environment,1.0,1.2,1e6dc77bb6,29
10-368,Flora requires chlorophyll to,"{'text': array(['moonlight', 'undergo natural development', 'starlight', 'dairy'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,a plant requires photosynthesis to grow,1.0,2.0,dc78319bb0,29
13-85,Portable energy is useful for,"{'text': array(['soda bottles', 'drool', 'cascading style sheets', 'cattle prods'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,batteries convert chemical energy to electrical energy,0.8,1.6,7c933a44d8,29
10-700,What is a lever used to move?,"{'text': array(['planets', 'small objects', 'liquids', 'substantial objects'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,a lever is used for moving heavy objects,0.8,1.0,1e6dc77bb6,29
14-1315,Which is likely to be hotter?,"{'text': array(['steaming coffee', 'the ocean', 'the forest', 'tepid water'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as the temperature of a liquid increases , the rate of evaporation of that liquid will increase",1.0,2.0,7b06152ffc,29
578,Stormy weather often leads to,"{'text': array(['picnics in the park', 'moisture in rain gauges',
       'dry fields and roads', 'sunny and bright days'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,if weather is stormy then there is a greater chance of rain,1.0,2.0,a8ecf6eaeb,29
8-278,Decomposers are important for,"{'text': array(['construction', 'fire', 'rocks', 'dolphins'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,decomposer is a kind of role in an ecosystem,0.8,0.2,7189327f06,29
10-735,Birds could use their beaks to,"{'text': array(['swim', 'run', 'tidy up', 'shop'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,birds with beaks of different shapes eat different foods,1.0,2.0,cee82219a0,30
10-746,Plants in an incinerator would,"{'text': array(['petrify', 'freeze', 'wilt', 'cremate'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,fire destroys plants in an environment,1.0,1.6,dc78319bb0,30
9-676,I can use electrical energy to,"{'text': array(['Run a mile', 'Swim', 'bake a bagel', 'Rock climb'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,a doorbell converts electrical energy into sound,1.0,2.0,cee82219a0,30
12-1027,Kelp has to have provisions to,"{'text': array(['maintain life', 'die', 'hibernate', 'relocate'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,an plant requires food for survival,1.0,1.2,dc78319bb0,30
1404,A rainy environment results in,"{'text': array(['more overcast days', 'more sunny days', 'less overcast days',
       'a dry environment'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,"as the amount of rain increases in an environment , available sunlight will decrease in that environment",1.0,2.0,a8ecf6eaeb,30
12-735,A good example of a mixture is,"{'text': array(['dry wood and dry beans', 'ocean and lake water',
       'rabbits and young hares', 'old bread and buns'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of a mixture is clay mixed together,0.8,1.6,b356d338b7,30
7-813,A camera can take an image and,"{'text': array(['preserve it', 'edit it', 'lock it in', 'produce it'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,a camera is used for recording images,0.8,1.2,b356d338b7,30
7-197,To be environmentally friendly,"{'text': array(['use your feet to pedal somewhere', 'hop in a sedan',
       'put the pedal to the metal in a truck',
       'ride a motorcycle around town'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,riding a bike does not cause pollution,1.0,2.0,a8ecf6eaeb,30
13-432,Saturn hangs around because of,"{'text': array(['rocket fuel', 'Sega', 'a central star', 'Saturnalia'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,gravity causes orbits,0.8,1.6,7c933a44d8,30
14-552,Which only needs sparse water?,"{'text': array(['fish', 'frogs', 'whales', 'chuckwallas'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,some lizards live in desert habitats,1.0,1.8,7c933a44d8,30
14-1270,Self-absorbed people most love,"{'text': array(['engaging in empathy', ""a lake's reflection"",
       'putting others first', 'thinking of others'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"when light hits a reflective object , that light bounces off that object",0.8,1.2,7c933a44d8,30
12-238,A close object will seem to be,"{'text': array(['miniscule', 'minute', 'puny', 'ginormous'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,if an object is close then that object will appear large,1.0,2.0,1e6dc77bb6,30
7-629,Some birds find locations with,"{'text': array(['landmarks', 'road signs', 'eggs', 'magnetic patterns'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,Earth 's magnetic patterns are used for finding locations by animals that migrate,1.0,1.6,7189327f06,30
8-10,What is an example of hunting?,"{'text': array(['Cats eating cat food',
       'sea otter cracking open clams with a rock',
       'Humans going to restaurants', 'A dog eating dog food'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of hunting is an otter cracking open clams with a rock,1.0,2.0,fb77954245,30
11-193,What would an insect run from?,"{'text': array(['lizard', 'insect', 'cloud', 'wind'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,lizards eat insects,0.8,1.2,0317ce7c33,30
10-383,One way humans cause pollution,"{'text': array(['using solar energy', 'walking outside', 'riding a bike',
       'using antibacterial soap'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,humans cause pollution,1.0,1.25,cee82219a0,30
12-550,a typical rabbit diet includes,"{'text': array(['crickets', 'mice', 'fish', 'weeds'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,rabbits eat plants,0.8,1.4,9cc91104fa,30
11-697,A navigator may be in charge of,"{'text': array(['shoveling a sidewalk', 'clearing a tree', 'conducting a car',
       'riding a bike'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,An example of navigation is directing a boat,1.0,1.2,b356d338b7,31
7-347,"If something consumes air, then","{'text': array(['it has capacity to grow', 'it is home grown',
       'it will grow into a life form', 'it was hatched from a shell'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,all living things grow,1.0,1.0,b356d338b7,31
11-78,A change on our planet could be,"{'text': array(['cats eating mice', 'forests becoming lakes', 'clouds raining',
       'deer running'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,An example of a change in the Earth is an ocean becoming a wooded area,0.8,1.4,b356d338b7,31
12-605,Which of the following is true?,"{'text': array(['lemonade can be heated to form water',
       'lemonade can be cooled to form steam',
       'lemonade can be heated to form steam',
       'water can be cooled to form steam'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,steam is a kind of water above 100 degrees celsius,0.8,1.4,7b06152ffc,31
12-664,What might have more radiation?,"{'text': array(['cats', 'grass', 'water', 'cigarettes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,radiation is when heat is transferred through waves,1.0,0.8,cee82219a0,31
10-223,To see evaporation you can wrap,"{'text': array(['a metal in plastic', 'a bowl of water in plastic',
       'a cat in a bag', 'money in plastic bags'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,evaporation causes amount of water to decrease,1.0,1.6,cee82219a0,31
10-333,A light can be turned on if the,"{'text': array(['circuit is complete', 'light is unplugged', 'house is destroyed',
       'power is out'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,completing a circuit causes electricity to flow through that circuit,1.0,2.0,b356d338b7,31
12-273,Honeybees would most enjoy some,"{'text': array(['foxhounds', 'rusty knives', 'creeping buttercup',
       'blackberry smartphones'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,bees convert nectar into honey,1.0,2.0,7c933a44d8,31
