Unnamed: 0,id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
4266,14-355,L'exposition à la chaleur à des températures plus élevées sans pouvoir réguler les températures internes du corps entraînera l'expiration de laquelle de ces températures?,"{'text': array(['as de piques', 'fantômes ennuyeux', 'grand pont', 'monstre gila'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"si un organisme devient trop chaud, alors cet organisme peut mourir",0.8,1.6,b356d338b7
4267,14-356,"Si vous êtes bloqué sur un désert pendant une semaine sans vêtements, vous êtes susceptible de","{'text': array(['évaporation', 'trouver une forêt', 'gel', 'périt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"si un organisme devient trop chaud, alors cet organisme peut mourir",1.0,2.0,3f694a1978
4268,14-357,Abeilles,"{'text': array(['faire du miel à partir de fruits',
       'vendre leur miel aux agriculteurs',
       ""fabriquer du miel à partir d'un liquide sucré trouvé dans les fleurs"",
       'recueillir du miel à partir de fleurs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les abeilles convertissent le nectar en miel,1.0,2.0,3f32b550f3
4269,14-359,Où trouver un aigle vivant et respirant ?,"{'text': array(['la lune', 'dans un', 'les bois', 'un langage de programmation'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,certains oiseaux vivent dans les forêts,1.0,2.0,7c933a44d8
4270,14-360,Lequel est vrai ?,"{'text': array(['on pourrait arriver sur un dinosaure sauvage dans sa maison',
       'on pourrait arriver sur un requin sauvage dans une forêt',
       'on pourrait arriver sur un aigle sauvage dans un van',
       'on pourrait se produire sur une autruche sauvage dans une forêt'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,certains oiseaux vivent dans les forêts,1.0,2.0,7b06152ffc
4271,14-362,l'altération mécanique se décompose quoi par des moyens mécaniques ?,"{'text': array(['collines', 'arbres', 'autres', 'blocs'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,l'altération mécanique est lorsque les roches sont décomposées par des moyens mécaniques,0.8,1.0,1e6dc77bb6
4272,14-365,Éviter l'utilisation de combustibles fossiles est un exemple de quoi?,"{'text': array(['garder naturel', 'détruire', 'éliminer', 'brûlure'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,Un exemple de conservation n'est pas l'utilisation de combustibles fossiles,0.8,1.6,1e6dc77bb6
4273,14-366,Quelles seraient les ressources de conservation?,"{'text': array(['acheter un nouveau camion', 'acheter un nouveau VUS',
       'ne mangeant que des steaks et du caviar',
       ""s'abstenant de conduire une moto""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,Un exemple de conservation n'est pas l'utilisation de combustibles fossiles,1.0,2.0,7b06152ffc
4274,14-369,"Au premier coup d'oeil, la voiture cousu très petit mais juste avant qu'il frappe une personne il apparaîtra","{'text': array(['de nulle part', 'être grand', 'en haut', 'et disparaître'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,si un objet est proche alors cet objet apparaîtra grand,0.8,1.6,dc78319bb0
4275,14-372,Un endroit où les pingouins existent avec des gousses de mammifères noirs et blancs est,"{'text': array(['plein de sable', 'peint avec de la crème',
       'inhabitable par les iguanes', 'chaud et venteux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,l'environnement arctique est couvert de neige,1.0,2.0,b356d338b7
4276,14-374,"Outre les plantes, les lézards mangent aussi des insectes pour","{'text': array(['chant', 'pleurant', 'rien', 'la nourriture'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les lézards mangent des insectes,1.0,2.0,bdb4135787
4277,14-376,Un exemple de création d'un carburant de remplacement est de transformer quel matériau en carburant?,"{'text': array(['sable', 'minéraux', 'végétation', 'roches'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Un exemple de création d'un combustible de remplacement est de transformer le matériel végétal en combustible,0.8,2.0,1e6dc77bb6
4278,14-377,Lequel des éléments suivants est vrai?,"{'text': array(['le soleil fonctionne mieux dans les grottes',
       'la peur peut alimenter les motos',
       'le maïs peut alimenter le transport en commun',
       'le riz ne peut jamais être utilisé comme combustible'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Un exemple de création d'un combustible de remplacement est de transformer le matériel végétal en combustible,0.8,2.0,7b06152ffc
4279,14-378,"Les pesticides sont utilisés sur beaucoup de cultures, il est donc préférable de les laver avant la consommation afin d'éviter","{'text': array(['rien', 'tomber malade', 'vols', 'Flottant'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,manger des aliments contenant des pesticides peut avoir un impact négatif sur les humains,1.0,2.0,bdb4135787
4280,14-380,Qui serait en meilleure santé?,"{'text': array(['un travailleur', 'un sommeil lourd', 'un animal de fête',
       'une chouette de nuit'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le repos a un impact positif sur la santé,0.8,1.2,52dbc5c7af
4281,14-381,Quelle est l'habitude la plus saine pour les humains?,"{'text': array(['sommeil adéquat', 'uniquement manger des bonbons',
       ""consommation d'alcool extrême"", 'parachute libre de parachute'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,le repos a un impact positif sur la santé,1.0,2.0,7c933a44d8
4282,14-382,Qui peut être utilisé pour transmettre des informations d'une personne à une autre?,"{'text': array(['une invention de Marconi', 'une invention de Newton',
       'une invention de McCormick', 'une invention de Pasteur'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une radio est utilisée pour la communication,1.0,2.0,be7a45e47c
4283,14-383,Une radio est utilisée pour quoi ?,"{'text': array(['personnes contact', 'chaleur', 'courrier',
       'produits alimentaires'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une radio est utilisée pour la communication,1.0,2.0,1e6dc77bb6
4284,14-384,L'état d'un gaz vaporisé à partir d'un liquide de surface sous pression et températures élevées est,"{'text': array([""partie de la façon dont la nature réapprovisionne, purifie et recircule l'eau"",
       ""un stade où les molécules d'eau ne peuvent s'échapper dans l'atmosphère"",
       ""un stade où l'humidité quitte l'atmosphère sans être recirculée"",
       ""une étape qui ne se produit qu'une fois""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,l'évaporation est une étape du cycle de l'eau,1.0,1.8,5ac34b743b
4285,14-386,Vous trouverez probablement le moins d'animaux,"{'text': array([""de l ' océan Pacifique"", 'la forêt tropicale amazonienne',
       'la Savanna africaine', ""dans l ' Arctique""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les environnements froids contiennent peu d'organismes,1.0,2.0,3f694a1978
4286,14-387,Il y a zéro amphibiens sur,"{'text': array(['Mexique', 'Icebergs', 'Angleterre', 'Texas'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les environnements froids contiennent peu d'organismes,1.0,2.0,dc78319bb0
4287,14-389,"Pendant la saison des pluies dans une ville, la quantité de soleil dans la ville","{'text': array(['rester le même', 'diminution', 'élargir', 'augmentation'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"à mesure que la quantité de pluie augmente dans un environnement, le soleil disponible diminuera dans cet environnement",1.0,2.0,3f694a1978
4288,14-390,Un insecte peut se poser comme caca d'oiseau,"{'text': array(['faire un commentaire social', 'film fétiche smut',
       'mélange avec les environs', 'attirer les oiseaux'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Un exemple de camouflage est quand quelque chose a la même couleur que son environnement,1.0,2.0,7c933a44d8
4289,14-391,Un exemple de camouflage pourrait être,"{'text': array(['Nettoyer ma tête', 'Aller nu dehors un jour pluvieux',
       'Un rayon de piqûre qui se couvre de sable',
       'Faire cuire un gâteau pour un anniversaire'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Un exemple de camouflage est quand quelque chose a la même couleur que son environnement,1.0,2.0,52dbc5c7af
4290,14-393,Un exemple d'un objet de ménage qui pourrait être un isolant pourrait être,"{'text': array(['Diamants', 'Argent', 'Or', 'Tupperware'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,les plumes duvet sont un isolant d'énergie thermique,0.8,1.6,cee82219a0
4291,14-396,La température d'un lézard de moniteur va augmenter si elle,"{'text': array(['dans un trou souterrain', 'se cache sous un arbre',
       'nage dans une fontaine',
       'laisse une forêt pluvieuse pour un désert ensoleillé'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,"à mesure que la température dans l'environnement augmente, la température corporelle d'un reptile dans cet environnement augmentera",1.0,2.0,3f32b550f3
4292,14-397,Une personne peut se trouver ombragent ses yeux le soir si elle conduit,"{'text': array([""du nord à l'est"", ""d'ouest en est"", ""de l'ouest au sud"",
       ""d'est en ouest""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le soleil se couche à l'ouest,0.8,1.6,b356d338b7
4293,14-399,"tous les quatre saisons, un cèdre se développe","{'text': array(['capacité pulmonaire', 'vue', 'portée vocale',
       'revêtement extérieur'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le nombre de anneaux dans un tronc d'arbre peut être utilisé pour estimer l'âge de l'arbre,1.0,2.0,dc78319bb0
4294,14-402,Ce qui peut arriver lors d'une expérience qui pourrait être dangereuse ?,"{'text': array(['jus de citron éclaboussures', 'étudiants parlant',
       'ouverture des sacs à dos', 'fonte de la glace'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,des éclaboussures chimiques se produisent parfois au cours d'expériences,0.8,1.0,7b06152ffc
4295,14-404,Qui est susceptible d'avoir un moyen de transporter l'eau de la saleté au reste de son corps?,"{'text': array(['les vaches que les humains mangent',
       'les grillons que mangent les chouettes',
       'les roses un panda mange', 'le poulet que les chats mangent'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,une tige de plante est le véhicule pour transporter l'eau et la nourriture des racines au reste de la plante,1.0,2.0,7b06152ffc
4296,14-405,Une chose qui fait des changements à différentes formes peut être d'acquérir la capacité de le faire en raison de,"{'text': array([""modifications de l'oreille"", 'comprendre la chimie',
       'changements de température', 'croissance des dents'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,la chaleur peut changer l'état de la matière,0.8,1.4,b356d338b7
4297,14-406,Un lapin au chocolat fond loin de,"{'text': array(['un étang glacé', 'un congélateur', 'neige', 'un fer à friser'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la chaleur peut changer l'état de la matière,1.0,2.0,7c933a44d8
4298,14-407,Où un ours polaire serait le plus heureux ?,"{'text': array(['où un igloo pourrait être construit',
       'dans un tas de fausse neige dans le désert',
       'dans le même pays où vivent les kangourous',
       'dans une maison chauffée'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,ours polaires vivent dans des environnements froids,1.0,2.0,3f32b550f3
4299,14-408,Quoi ?,"{'text': array(['tropiques', 'planètes', 'locales', 'maisons'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,ours polaires vivent dans des environnements froids,1.0,1.4,1e6dc77bb6
4300,14-409,Les gants sur les mains protègent ce que vous ressentez,"{'text': array(['les pieds', ""l'âme"", 'nerfs', ""l'esprit""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les nerfs peuvent être utilisés pour sentir la chaleur et la pression sur la peau,0.8,1.4,dc78319bb0
4301,14-411,"Quand vous criez dans une pièce vide, vous entendez un écho dû au bruit","{'text': array(['manger', 'rebondir une balle', 'rien',
       'en rebondissant des choses'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,écho est lorsque le son se réfléchit hors d'une surface,1.0,1.8,bdb4135787
4302,14-413,Une cellule peut photosynthèse si elle est,"{'text': array(['un furet', 'une sterne', 'un saule', 'un monstre de gila'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,cellules animales ne peuvent pas effectuer de photosynthèse,0.8,1.6,b356d338b7
4303,14-414,Vis et boulons sont nécessaires pour faire quoi avec un vélo?,"{'text': array(['mange-le', 'pleurer', 'rien', 'construire'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,un vélo contient des vis,1.0,2.0,bdb4135787
4304,14-416,"Qui convertit la lumière du soleil, l'eau et le dioxyde de carbone à croître?","{'text': array(['une chose qui fleurit', 'une chose qui tourne autour de la Terre',
       'une chose qui vole dans le ciel',
       'une chose qui vit dans des grottes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,une plante nécessite une photosynthèse pour croître,1.0,2.0,be7a45e47c
4305,14-417,Qu'est-ce qui nécessite une photosynthèse pour grandir?,"{'text': array(['collines', 'planètes', 'flore', 'personnes'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,une plante nécessite une photosynthèse pour croître,1.0,2.0,1e6dc77bb6
4306,14-423,Les prédateurs nocturnes chassent quand ?,"{'text': array(['temps de sommeil', 'midi', 'matin', 'midi'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,les prédateurs nocturnes chassent pendant la nuit,1.0,2.0,1e6dc77bb6
4307,14-424,Cet animal prospère pendant que le soleil est couché,"{'text': array(['le requin taureau', 'la chouette neigeuse', 'le chien de prairie',
       'la girafe repérée'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les prédateurs nocturnes chassent pendant la nuit,0.8,1.4,7b06152ffc
4308,14-425,Qui est le moins susceptible d'être un écosystème?,"{'text': array(['les plaines', 'la base de la lune', 'le désert', 'les champs'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la Terre contient de nombreux écosystèmes,1.0,1.8,7b06152ffc
4309,14-428,Qui contient des graines?,"{'text': array(['mandarines', 'maïs', 'carottes', 'pommes de terre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,fruit contient des graines,0.8,1.6,fceb6ad063
4310,14-431,"Chez l'homme, les bactéries peuvent aider à digérer quoi?","{'text': array(['plastiques', 'nutriment', 'cuivre', 'pierres'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,bactéries peuvent aider à digérer les aliments chez les humains,1.0,2.0,1e6dc77bb6
4311,14-432,Il est vital pour votre santé d'avoir un,"{'text': array(['bon moment', 'jet ski', 'plan', 'colonie de bactéries'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,bactéries peuvent aider à digérer les aliments chez les humains,1.0,2.0,dc78319bb0
4312,14-433,"Un exemple de changement dans la Terre est quand un volcan, ressemblant à une haute montagne, explose violemment et","{'text': array(['transforme un cratère profond en roche ignée et en glace',
       'couches vers le haut, révélant des monticules de neige',
       'chute vers le bas, devenant un énorme lac de lave',
       ""remplit un cratère profond d'eau très chaude""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Un exemple de changement dans la Terre est un océan qui devient une zone boisée,1.0,1.8,5ac34b743b
4313,14-436,Qu'est-ce qui se passe habituellement de quelques secondes à moins de la moitié d'une minute?,"{'text': array(['une heure', 'un tremblement de terre', 'une série télévisée',
       'un volcan'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les plaques tectoniques étant poussées ensemble provoque des tremblements de terre,1.0,2.0,52dbc5c7af
4314,14-438,On peut voir un objet s'il reflète la lumière vers quoi?,"{'text': array(['organe visuel', 'espion oculaire', 'pieds', 'cerveau'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,si un objet reflète la lumière vers l'œil alors cet objet peut être vu,1.0,1.8,1e6dc77bb6
4315,14-439,Tendons travaillent avec quoi déplacer le système squelettique du corps,"{'text': array(['fils', 'viande', 'robots', 'cordages'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,muscles tirent les os pour déplacer les os,0.8,1.6,dc78319bb0
4316,14-441,Une cicatrice se développera à partir d'un,"{'text': array(['touche', 'slash', 'lancer', 'marcher'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,une cicatrice est une caractéristique acquise,1.0,2.0,dc78319bb0
4317,14-442,Qui est susceptible de fournir une caractéristique acquise indésirable pour un organisme?,"{'text': array(['une légère égratignure sur sa jambe',
       'apprendre à quitter le nid', 'trouver un partenaire potentiel',
       'tremper un pied en magma'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,une cicatrice est une caractéristique acquise,1.0,1.8,7b06152ffc
4318,14-443,"Comme un ballon de soccer vole dans les airs, la personne qui le regarde sait que la raison est parce que","{'text': array(['tout est aérien', ""l'effort est survenu"",
       'les boules sont des oiseaux', ""le football prend l'aile""],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,si un objet est frappé alors la force est exercée sur cet objet,0.8,1.6,b356d338b7
4319,14-445,"Pour découvrir à quel point un minéral peut être dur, on pourrait","{'text': array(['mesurer son poids', ""c'est pour voir l'intérieur"",
       'tenter de laisser une marque dessus',
       'voir si elle peut être écrasée'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,si un minéral peut gratter un autre minéral alors cet autre minéral est plus doux que celui-ci,1.0,2.0,52dbc5c7af
4320,14-448,24 heures est égal à un quoi ?,"{'text': array(['minute', 'cycle jour-nuit', 'année', 'moment'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un jour est égal à 24 heures,1.0,2.0,1e6dc77bb6
4321,14-449,Qui diminuerait probablement les aliments dans un environnement?,"{'text': array(['gravité', ""évaporation de l'eau"", 'un arbre', 'heure'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"si l'eau disponible dans un environnement diminue, la quantité de nourriture disponible dans cet environnement diminuera",1.0,2.0,7b06152ffc
4322,14-450,quelle forme de transport a zéro émission?,"{'text': array(['motos', 'bateaux rapides', 'véhicules hybrides',
       'motos à pédales'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,faire du vélo ne cause pas de pollution,1.0,2.0,9cc91104fa
4323,14-451,Laquelle est moins susceptible de causer la pollution,"{'text': array(['vtt', 'moto', 'moto en terre', 'hélico'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,faire du vélo ne cause pas de pollution,0.8,1.8,0d935542d3
4324,14-452,Qui serait probablement responsable de l'élimination des habitats?,"{'text': array(['un zoo', 'un centre commercial',
       'un organisme de bienfaisance pour la faune', 'un lapin'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"si un habitat est enlevé, alors cet habitat est détruit",1.0,2.0,7b06152ffc
4325,14-456,humide signifie haut dans quoi ?,"{'text': array(['pierre', 'solides', 'eau', 'chaleur'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,humidité élevée,0.8,1.2,1e6dc77bb6
4326,14-457,Pourquoi un ours mangerait-il autant que sa graisse tremble quand il marche ?,"{'text': array([""afin que d'autres animaux puissent s'amuser à sauter sur son ventre"",
       ""parce qu'il se sent déprimé"",
       'être une plus grande cible pour les chasseurs',
       'pour préparer la saison neigeuse'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la graisse est utilisée pour garder les animaux au chaud,1.0,2.0,3f32b550f3
4327,14-458,Lequel de ces animaux pourrait rester le plus chaud?,"{'text': array(['un écureuil', 'une baleine', 'un chihuahua', 'un chat'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,la graisse est utilisée pour garder les animaux au chaud,0.8,1.6,474293f37c
4328,14-461,Les plantes expulsent un gaz qui,"{'text': array(['est toxique pour les humains',
       ""est utilisé pour faire monter des ballons dans l'air"",
       'les humains expirent aussi',
       'notre système circulatoire se propage à notre corps de nos poumons'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le système circulatoire apporte l'oxygène des poumons au reste du corps,0.8,1.6,3f32b550f3
4329,14-462,Qui utilise probablement son système circulatoire?,"{'text': array(['un arbre debout dans les bois', 'un cheval après une course',
       ""une voiture lors d'une rencontre automobile"",
       ""une roche jusqu'au niveau moléculaire""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le système circulatoire apporte l'oxygène des poumons au reste du corps,0.8,1.8,7b06152ffc
4330,14-464,Où est le meilleur endroit pour utiliser l'eau pour alimenter un phare ?,"{'text': array(['la toundra', ""l'océan"", 'le désert', 'les montagnes'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,l'énergie marémotrice peut être utilisée pour produire de l'électricité,0.8,1.6,7c933a44d8
4331,14-465,Qu'est-ce qui nécessite de l'énergie pour survivre?,"{'text': array(['air', 'girafes', 'roches', 'sable'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,les êtres vivants ont besoin d'énergie pour survivre,1.0,2.0,fceb6ad063
4332,14-466,Les choses vivantes ont besoin d'énergie pour quoi ?,"{'text': array(['mourir', 'observation', 'rester perky', 'pourriture'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,les êtres vivants ont besoin d'énergie pour survivre,1.0,1.4,1e6dc77bb6
4333,14-467,"Si un haricot est à un mile d'où il est originaire, puis il se développe en une plante qui produit plus de haricots, alors ce haricot original le plus probable","{'text': array(['était plat', 'a été construit', 'était honnête',
       'a été transporté'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,plante nécessite la dispersion des graines pour la reproduction,1.0,2.0,b356d338b7
4334,14-470,La reproduction survient quand?,"{'text': array(['pour la petite enfance', 'enfance', 'jeunes',
       'physiquement préparés'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,reproduction se produit à l'âge adulte,1.0,1.6,1e6dc77bb6
4335,14-472,Qui est probablement vrai des ouragans?,"{'text': array(['un ouragan de catégorie 50 devient un ouragan de catégorie 1',
       'un ouragan de catégorie 5 devient un ouragan de catégorie 11',
       'une catégorie 5 décède sur une terre',
       'un ouragan de catégorie 0 devient un ouragan de catégorie 1'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,"quand un ouragan se déplace sur terre, cet ouragan diminuera en force",0.8,1.6,7b06152ffc
4336,14-473,"comme source de lumière se déplace directement au-dessus d'un objet, la taille de l'ombre de cet objet fera quoi?","{'text': array(['augmentation', 'pluviale', 'augmentation', 'grandir'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"comme source de lumière se déplace directement au-dessus d'un objet, la taille de l'ombre de cet objet diminuera",1.0,2.0,1e6dc77bb6
4337,14-475,"Si quelqu'un veut que tu t'arrêtes, il le fera","{'text': array(['être rapide', 'manger du fromage', 'être lent', 'être toujours'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,stoppé signifie pas de vitesse,1.0,2.0,bdb4135787
4338,14-477,Point de fusion signifie température à laquelle un solide fait quoi ?,"{'text': array(['mouches', 'est fondu', 'flotteurs', 'éviers'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,"point de fusion, température à laquelle un solide fond",1.0,1.6,1e6dc77bb6
4339,14-479,Le mouvement d'une fusée est plus comme un,"{'text': array(['pierre', 'maison', 'sac de gaz', 'pierre'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,un moteur à fusée est utilisé pour produire une poussée en poussant les gaz à grande vitesse,0.8,1.6,7c933a44d8
4340,14-480,Une des proies préférées des thons est la,"{'text': array(['requin', 'colibri', 'chat', 'sardine'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,thon mange du poisson,1.0,2.0,dc78319bb0
4341,14-482,Le fer colle à,"{'text': array(['un trône de céramique', 'un réfrigérateur', 'a vitamine',
       'un bébé en bonnet'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,si quelque chose contient une grande quantité de matériel magnétique alors que quelque chose attirera des aimants,1.0,2.0,7c933a44d8
4342,14-483,Lequel de ces objets attirerait un aimant ?,"{'text': array(['une poignée de porte', 'une ampoule', 'un oreiller',
       'un baseball'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",A,si quelque chose contient une grande quantité de matériel magnétique alors que quelque chose attirera des aimants,1.0,2.0,3c248b4dc4
4343,14-485,"Si vous tapez un verre d'eau vide avec votre doigt, il","{'text': array(['remplir', 'brûlures', 'faire un son', 'évaporation'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,matière vibrante peut produire du son,1.0,2.0,3f694a1978
4344,14-488,Qu'est-ce qui se lève et qui provoque des cycles de jour et de nuit?,"{'text': array(['la planète géante de gaz la plus proche',
       'une autre galaxie près de la nôtre',
       'la planète la plus proche de la terre',
       ""l'étoile naine jaune la plus proche""], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,le lever et le coucher du soleil provoque des cycles de jour et de nuit,1.0,2.0,78e0a411ed
4345,14-489,"Lorsque le soleil se lève, il y a de la lumière et c'est le jour. C'est quand la nuit ?","{'text': array(['quand son bleu et rose', 'quand son bas et sans lumière',
       'quand ses sept et huit.', 'quand il est mort et parti'],
      dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,le lever et le coucher du soleil provoque des cycles de jour et de nuit,0.8,1.6,bdb4135787
4346,14-490,Il est important de le faire si vous voulez que votre expérience de laboratoire soit effectuée correctement.,"{'text': array([""faire l'expérience les yeux bandés"",
       'comprendre toutes les étapes qui seront engagées au préalable',
       'oubliez les règles et ailez-les',
       'faire toutes les étapes dans un ordre aléatoire'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,effectuer des expériences de laboratoire avec précision nécessite de comprendre toutes les directions préalablement,1.0,2.0,3f32b550f3
4347,14-491,Une réticence à écouter les lignes directrices laisse les données complètement,"{'text': array(['prix nobles', 'défectueux', 'répétable', 'parfait'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,effectuer des expériences de laboratoire avec précision nécessite de comprendre toutes les directions préalablement,1.0,2.0,dc78319bb0
4348,14-492,Cet objet blanc est visible parce qu'il est proche de la terre,"{'text': array(['Vénus', 'Mars', 'Neptune', 'notre Lune'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,la lune est l'objet céleste le plus proche de la Terre,1.0,2.0,7b06152ffc
4349,14-495,Qu'est-ce qui est utilisé par les animaux migrateurs pour trouver des endroits?,"{'text': array(['satellites du système de positionnement mondial',
       ""un sens de l'odeur"", 'les modèles magnétiques de notre planète',
       'les étoiles dans le ciel nocturne'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",C,Les motifs magnétiques de la Terre sont utilisés pour trouver des emplacements par des animaux qui migrent,1.0,1.6,78e0a411ed
4350,14-496,Un sismomètre serait inefficace,"{'text': array(['sur les terres sèches', 'sur une étoile', 'sur la côte',
       'sur un continent'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",B,un sismomètre est utilisé pour mesurer la force ou l'ampleur d'un tremblement de terre,1.0,2.0,7c933a44d8
4351,14-498,Une personne échouée dans la toundra est susceptible de,"{'text': array(['surchauffe', 'se sentir chaud', 'volez.', 'périt'], dtype=object), 'label': array(['A', 'B', 'C', 'D'], dtype=object)}",D,si une chose vivante devient trop froide alors cette chose vivante mourra,0.8,1.8,3f694a1978
